Source Name	Material Type	Characteristics [BioSourceType]	Characteristics [CellLine]	Characteristics [CellType]	Characteristics [DevelopmentalStage]	Characteristics [DiseaseStage]	Characteristics [DiseaseState]	Characteristics [OrganismPart]	Characteristics [Organism]	Characteristics [Sex]	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Comment[Normalization Type]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [CELLLINE]	Factor Value [CELLTYPE]	Factor Value [DEVELOPMENTALSTAGE]	Factor Value [DISEASESTAGE]	Factor Value [DISEASESTATE]	Factor Value [ORGANISMPART]
GSM21212.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3264 biotin	synthetic_DNA	biotin	Hyb_3264	A-AFFY-33	GSM21212.cel	GSM21212.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21213.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3265 biotin	synthetic_DNA	biotin	Hyb_3265	A-AFFY-33	GSM21213.cel	GSM21213.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21214.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3266 biotin	synthetic_DNA	biotin	Hyb_3266	A-AFFY-33	GSM21214.cel	GSM21214.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21215.cel	organism_part	  	  	  	  	  	  	hippocampal CA1 tissue	Homo sapiens	  	Labeled3267 biotin	synthetic_DNA	biotin	Hyb_3267	A-AFFY-33	GSM21215.cel	GSM21215.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	hippocampal CA1 tissue
GSM21216.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3268 biotin	synthetic_DNA	biotin	Hyb_3268	A-AFFY-33	GSM21216.cel	GSM21216.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21217.cel	organism_part	  	  	  	  	  	  	hippocampal CA1 tissue	Homo sapiens	  	Labeled3269 biotin	synthetic_DNA	biotin	Hyb_3269	A-AFFY-33	GSM21217.cel	GSM21217.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	hippocampal CA1 tissue
GSM21218.cel	organism_part	  	  	  	  	  	  	hippocampal CA1 tissue	Homo sapiens	  	Labeled3270 biotin	synthetic_DNA	biotin	Hyb_3270	A-AFFY-33	GSM21218.cel	GSM21218.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	hippocampal CA1 tissue
GSM21219.cel	organism_part	  	  	  	  	  	  	hippocampal CA1 tissue	Homo sapiens	  	Labeled3271 biotin	synthetic_DNA	biotin	Hyb_3271	A-AFFY-33	GSM21219.cel	GSM21219.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	hippocampal CA1 tissue
GSM21220.cel	organism_part	  	  	  	  	  	  	hippocampal CA1 tissue	Homo sapiens	  	Labeled3272 biotin	synthetic_DNA	biotin	Hyb_3272	A-AFFY-33	GSM21220.cel	GSM21220.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	hippocampal CA1 tissue
GSM21221.cel	organism_part	  	  	  	  	  	  	hippocampal CA1 tissue	Homo sapiens	  	Labeled3273 biotin	synthetic_DNA	biotin	Hyb_3273	A-AFFY-33	GSM21221.cel	GSM21221.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	hippocampal CA1 tissue
GSM21222.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3274 biotin	synthetic_DNA	biotin	Hyb_3274	A-AFFY-33	GSM21222.cel	GSM21222.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21223.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3275 biotin	synthetic_DNA	biotin	Hyb_3275	A-AFFY-33	GSM21223.cel	GSM21223.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21224.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3276 biotin	synthetic_DNA	biotin	Hyb_3276	A-AFFY-33	GSM21224.cel	GSM21224.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21225.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3277 biotin	synthetic_DNA	biotin	Hyb_3277	A-AFFY-33	GSM21225.cel	GSM21225.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21226.cel	organism_part	  	  	  	  	  	  	hippocampal CA1 tissue	Homo sapiens	  	Labeled3278 biotin	synthetic_DNA	biotin	Hyb_3278	A-AFFY-33	GSM21226.cel	GSM21226.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	hippocampal CA1 tissue
GSM21227.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3279 biotin	synthetic_DNA	biotin	Hyb_3279	A-AFFY-33	GSM21227.cel	GSM21227.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21228.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3280 biotin	synthetic_DNA	biotin	Hyb_3280	A-AFFY-33	GSM21228.cel	GSM21228.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21229.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3281 biotin	synthetic_DNA	biotin	Hyb_3281	A-AFFY-33	GSM21229.cel	GSM21229.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21230.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3282 biotin	synthetic_DNA	biotin	Hyb_3282	A-AFFY-33	GSM21230.cel	GSM21230.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21231.cel	organism_part	  	  	  	  	  	  	hippocampal CA1 tissue	Homo sapiens	  	Labeled3283 biotin	synthetic_DNA	biotin	Hyb_3283	A-AFFY-33	GSM21231.cel	GSM21231.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	hippocampal CA1 tissue
GSM21232.cel	organism_part	  	  	  	  	  	  	hippocampal CA1 tissue	Homo sapiens	  	Labeled3284 biotin	synthetic_DNA	biotin	Hyb_3284	A-AFFY-33	GSM21232.cel	GSM21232.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	  	hippocampal CA1 tissue
GSM21233.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3285 biotin	synthetic_DNA	biotin	Hyb_3285	A-AFFY-33	GSM21233.cel	GSM21233.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21629.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3286 biotin	synthetic_DNA	biotin	Hyb_3286	A-AFFY-33	GSM21629.CEL	GSM21629.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21630.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3287 biotin	synthetic_DNA	biotin	Hyb_3287	A-AFFY-33	GSM21630.CEL	GSM21630.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21631.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3288 biotin	synthetic_DNA	biotin	Hyb_3288	A-AFFY-33	GSM21631.CEL	GSM21631.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21632.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3289 biotin	synthetic_DNA	biotin	Hyb_3289	A-AFFY-33	GSM21632.CEL	GSM21632.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21633.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3290 biotin	synthetic_DNA	biotin	Hyb_3290	A-AFFY-33	GSM21633.CEL	GSM21633.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21634.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3291 biotin	synthetic_DNA	biotin	Hyb_3291	A-AFFY-33	GSM21634.CEL	GSM21634.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21635.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3292 biotin	synthetic_DNA	biotin	Hyb_3292	A-AFFY-33	GSM21635.CEL	GSM21635.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21636.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3293 biotin	synthetic_DNA	biotin	Hyb_3293	A-AFFY-33	GSM21636.CEL	GSM21636.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21637.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3294 biotin	synthetic_DNA	biotin	Hyb_3294	A-AFFY-33	GSM21637.CEL	GSM21637.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21638.CEL	cell_line	  	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	  	Homo sapiens	  	Labeled3295 biotin	synthetic_DNA	biotin	Hyb_3295	A-AFFY-33	GSM21638.CEL	GSM21638.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	mcf7	  	  	  	"breast cancer cells, adenovirus expressing GFP"	    
GSM21706.CEL	cell_line	  	cultured	basal cell	  	  	UV treated	skin	Homo sapiens	  	Labeled3296 biotin	synthetic_DNA	biotin	Hyb_3296	A-AFFY-33	GSM21706.CEL	GSM21706.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	cultured	basal cell	  	  	UV treated	skin
GSM21707.CEL	cell_line	  	cultured	basal cell	  	  	UV treated	skin	Homo sapiens	  	Labeled3297 biotin	synthetic_DNA	biotin	Hyb_3297	A-AFFY-33	GSM21707.CEL	GSM21707.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	cultured	basal cell	  	  	UV treated	skin
GSM21708.CEL	cell_line	  	cultured	basal cell	  	  	UV treated	skin	Homo sapiens	  	Labeled3298 biotin	synthetic_DNA	biotin	Hyb_3298	A-AFFY-33	GSM21708.CEL	GSM21708.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	cultured	basal cell	  	  	UV treated	skin
GSM21712.CEL	cell_line	  	sw480	  	  	  	colorectal cancer	  	Homo sapiens	  	Labeled3299 biotin	synthetic_DNA	biotin	Hyb_3299	A-AFFY-33	GSM21712.CEL	GSM21712.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	sw480	  	  	  	colorectal cancer	    
GSM21713.CEL	cell_line	  	sw480	  	  	  	colorectal cancer	  	Homo sapiens	  	Labeled3300 biotin	synthetic_DNA	biotin	Hyb_3300	A-AFFY-33	GSM21713.CEL	GSM21713.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	sw480	  	  	  	colorectal cancer	    
GSM21714.CEL	cell_line	  	sw480	  	  	  	colorectal cancer	  	Homo sapiens	  	Labeled3301 biotin	synthetic_DNA	biotin	Hyb_3301	A-AFFY-33	GSM21714.CEL	GSM21714.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	sw480	  	  	  	colorectal cancer	    
GSM21715.CEL	cell_line	  	sw620	  	  	  	colorectal cancer	  	Homo sapiens	  	Labeled3302 biotin	synthetic_DNA	biotin	Hyb_3302	A-AFFY-33	GSM21715.CEL	GSM21715.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	sw620	  	  	  	colorectal cancer	    
GSM21716.CEL	cell_line	  	sw620	  	  	  	colorectal cancer	  	Homo sapiens	  	Labeled3303 biotin	synthetic_DNA	biotin	Hyb_3303	A-AFFY-33	GSM21716.CEL	GSM21716.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	sw620	  	  	  	colorectal cancer	    
GSM21718.CEL	cell_line	  	sw620	  	  	  	colorectal cancer	  	Homo sapiens	  	Labeled3304 biotin	synthetic_DNA	biotin	Hyb_3304	A-AFFY-33	GSM21718.CEL	GSM21718.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	sw620	  	  	  	colorectal cancer	    
GSM22051.CEL	cell_line	  	293 hek cells	  	embryonic	  	  	kidney	Homo sapiens	  	Labeled3305 biotin	synthetic_DNA	biotin	Hyb_3305	A-AFFY-33	GSM22051.CEL	GSM22051.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	293 hek cells	  	embryonic	  	  	kidney
GSM22052.CEL	cell_line	  	293 hek cells	  	embryonic	  	  	kidney	Homo sapiens	  	Labeled3306 biotin	synthetic_DNA	biotin	Hyb_3306	A-AFFY-33	GSM22052.CEL	GSM22052.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	293 hek cells	  	embryonic	  	  	kidney
GSM22053.CEL	cell_line	  	293 hek cells	  	embryonic	  	  	kidney	Homo sapiens	  	Labeled3307 biotin	synthetic_DNA	biotin	Hyb_3307	A-AFFY-33	GSM22053.CEL	GSM22053.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.93.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	293 hek cells	  	embryonic	  	  	kidney
